text,labels
"Bahwa kemudian OM PEI mengantarkan narkotika tersebut sebanyak 12 gram kepada terdakwa lalu menjualnya kepada Muhamad Slamet alias Kentung bin Thopik . Kemudian terdakwa kembali diperintahuntuk mengantarkan narkotika jenis shabu kepada seseorang di Jl . Malpinas Jalan Baru Cilincing Jakarta Utara dan saat itu jatah terdakwa sebanyak 20 gram sudah laku terjual sebanyak 15 gram . Dalam penjualannya terdakwa menjual narkotika jenis shabu dengan harga per gram adalah Rp . 1 . 200 . 0 , - ( satu juta dua ratus ribu rupiah ) dan terdakwa setor kepada OM PEI per gram Rp . 900 . 0 , ( sembilan ratus ribu rupiah ) sehingga terdakwa mendapatkan keuntungan per gram Rp . 300 . 0 , - ( tiga ratus ribu rupiah ) atau untuk 15 gram terdakwa mendapatkan keuntungan sebesar Rp . 4 . 500 . 0 , - ( empat juta lima ratus ribu rupiah ) ; ",O O O O O O O O O O O O O O O B_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
Bahwa dalam menjadi perantara dalam jual beli narkotika golongan I jenis shabu tersebut Terdakwa tidak mendapat ijin dari Departemen Kesehatan Republik Indonesia atau instansi yang berhak lainnya ; ,O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
Bahwa berdasarkan Berita Acara Pemeriksaan Laboratoris Kriminalistik No . Lab : ,O O O O O O O O O O O 
"2016 / NNF / 2019 tanggal 16 Mei 2019 setelah dilakukan pemeriksaan terhadap 1 ( satu ) bungkus plastik klip berisikan kristal warna putih dengan berat netto 1 , 9926 gram ( dengan sisa labkrim berat netto 1 , 6264 gram ) dan 4 ( empat ) bungkus plastik klip masing - masing berisikan kristal warna putih dengan berat netto seluruhnya 1 , 6962 gram ( dengan sisa labkrim berat netto 1 , 6264 gram ) , adalah positif Metamphetamina terdaftar dalam Golongan I nomor urut 61 UURI No . 35 tentang Narkotika ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_ARTV I_ARTV I_ARTV O O O O 
"Menimbang , bahwa setelah diperoleh fakta - fakta tersebut diatas , selanjutnya akan dipertimbangkan , apakah Terdakwa dapat dipersalahkan telah melakukan perbuatan pidana sebagaimana yang didakwakan oleh Penuntut Umum atau malah tidak terbukti sebaliknya ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Menimbang , bahwa untuk menyatakan seseorang telah bersalah melakukan tindak pidana , maka perbuatan orang tersebut ( Terdakwa ) haruslah memenuhi seluruh unsur dari pasal yang di dakwakan kepadanya ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Menimbang , bahwa Terdakwa di dakwa oleh Penuntut Umum dengan dakwaaan kesatu , melanggar Pasal 114 ayat ( 1 ) Undang Undang Republik Indonesia Nomor 35 Tahun 2009 tentang Narkotika , atau Kedua , melanggar Pasal 112 ayat ( 1 ) Undang Undang Republik Indonesia Nomor 35 Tahun 2009 tentang Narkotika ; ",O O O O O O O O O O O O O O B_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV O O O O O B_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV O 
; ,O 
"Menimbang , bahwa oleh karena Terdakwa di dakwa dengan dakwaan alternatif , maka Majelis Hakim akan memilih dan mempertimbangkan lebih dakwaan kesatu ; ",O O O O O O O O O O O O O O O O O O O O B_DEFN I_DEFN O 
"Menimbang , bahwa dalam dakwaan Kesatu , Terdakwa telah di dakwa melanggar Pasal 114 ayat ( 1 ) Undang Undang No . 35 Tahun 2009 tentang Narkotika , dengan unsur - unsurnya sebagai berikut ; ",O O O O B_DEFN I_DEFN I_DEFN O O O O O B_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV O O O O O O O O 
1 . Setiap orang ; ,O O O O O 
2 . Tanpa hak atau melawan hukum ; ,O O O O O O O O 
"3 . menawarkan untuk dijual , menjual , membeli , menerima , menjadi perantara dalam jual beli , menukar , atau menyerahkan Narkotika Golongan I , ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O 
ad . 1 . Unsur : Setiap Orang ; ,O O O O O O O O O 
"Menimbang , bahwa di dalam KUH Pidana yang sekarang berlaku , hanya dikenal sebagai Subjek Hukum adalah orang , sehingga yang dimaksud dari setiap orang adalah setiap manusia sebagai Subjek Hukum , pendukung hak dan kewajiban , yang telah diajukan ke persidangan sebagai Terdakwa oleh Penuntut Umum karena didakwa telah melakukan tindak pidana dan dituntut untuk mempertanggungjawabkan menurut hukum atas tindak pidana yang didakwa telah dilakukannya ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Menimbang , bahwa orang sebagai Subyek Hukum yang telah diajukan oleh Penuntut Umum sebagai Terdakwa dalam perkara ini adalah Ujang Selamet alias Kebo bin Hadiyat yang berdasarkan keterangan saksi dan keterangan Terdakwa sendiri di persidangan , ternyata telah mengakui dan membenarkan bahwa identitas Terdakwa sebagaimana termuat dalam surat dakwaan Penuntut Umum adalah benar identitas diri Terdakwa ; ",O O O O O O O O O O O O O O O O O O O B_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Menimbang , bahwa di persidangan , Terdakwa terlihat dalam keadaan sehat jasmani maupun rokhani sebagaimana halnya orang yang mampu membedakan mana perbuatan yang baik atau buruk dan mampu untuk mempertanggung jawabkan perbuatan yang dilakukannya ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Menimbang , bahwa berdasarkan pertimbangan hukum diatas , maka Majelis Hakim berpendapat unsur ini telah terbukti secara sah menurut hukum ; ",O O O O O O O O O O O O O O O O O O O O O 
ad . 2 . Unsur : Tanpa hak atau melawan hukum ; ,O O O O O O O O O O O O 
"Menimbang , bahwa tanpa hak adalah seseorang yang melakukan dimana dalam perbuatannya itu tidak memiliki hak subyektif maupun hak obyektif yang melekat pada dirinya ( Yurisprudensi Mahkamah Agung Republik Indonesia No . PUT / 58 - K / MM II - 8 / AD / VI / 2000 ) ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Menimbang , bahwa tanpa hak berdasarkan Pasal 7 Undang - undang Republik Indonesia Nomor 35 Tahun 2009 tentang Narkotika , menyatakan : ",O O O O O O B_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV O O O 
Narkotika hanya dapat digunakan untuk kepentingan pelayanan kesehatan dan / atau pengembangan ilmu pengetahuan dan teknologi ; ,O O O O O O O O O O O O O O O O O 
"Menimbang , bahwa lebih lanjut dalam pasal 14 ayat ( 1 ) Undang Undang Republik Indonesia Nomor 35 Tahun 2009 tentang Narkotika , menyatakan : ",O O O O O O B_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV O O O 
"Narkotika yang berada dalam penguasaan industri farmasi , pedagang besar farmasi , sarana penyimpanan sediaan farmasi pemerintah , apotek , rumah sakit , pusat kesehatan masyarakat , balai pengobatan , dokter , dan lembaga ilmu pengetahuan wajib disimpan secara khusus ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Menimbang , bahwa melawan hukum dibagi kedalam dua bagian , yaitu Melawan hukum secara formil dan melawan hukum secara materil , dalam penjatuhan pidana in casu adalah melawan hukum secara formil , yaitu bertentangan dengan peraturan perundang - undangan yang berlaku ( Andi Hamzah , Asas Asas Hukum Pidana , Rineka Cipta , 1994 , hal . 133 ) ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Menimbang , bahwa pada saat dilakukan penggeledahan terhadap Terdakwa berhasil disita barang bukti berupa : 5 ( lima ) paket plastik klip narkotika jenis kristal putih atau shabu dengan berat brutto 4 , 63 gram yang disimpan dari dalam tempat permen yang dilakban hitam yang disita dari saku celana depan sebelah kiri yang dikenakan oleh terdakwa dan 1 ( satu ) buah HP merk Polytron berikut simcard dan 1 ( satu ) buah HP merk Xiaomi warna hitam berikut simcard milik terdakwa , berdasarkan keterangan terdakwa mendapatkan narkotika jenis sabu itu di dapat dari OM PEI yang telah memberikan 40 gram narkotika jenis shabu dengan sistem laku bayar ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Menimbang , bahwa Terdakwa tidak memiliki pekerjaan , dan bukan merupakan orang yang oleh undang - undang diijinkan untuk melakukan aktifitas yang berkaitan dengan narkotika sesuai dengan keahliannya ; ",O O O O O O O O O O O O O O B_ARTV I_ARTV I_ARTV O O O O O O O O O O O O 
"Menimbang , bahwa berdasarkan pertimbangan hukum diatas , maka Majelis Hakim berpendapat unsur ini telah terbukti secara sah menurut hukum ; ",O O O O O O O O O O O O O O O O O O O O O 
"ad . 3 . Unsur : menawarkan untuk dijual , menjual , membeli , menerima , menjadi perantara dalam jual beli , menukar , atau menyerahkan Narkotika Golongan I , ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Menimbang , bahwa dalam penjelasan Undang Undang Republik Indonesia No . 35 tahun 2009 tentang Narkotika , yaitu pasal 6 ayat ( 1 ) huruf a disebutkan bahwa yang dimaksud dengan Narkotika golongan I adalah narkotika yang hanya dapat digunakan untuk tujuan pengembangan ilmu pengetahuan dan tidak digunakan dalam terapi , serta mempunyai potensi sangat tinggi mengakibatkan ketergantungan ; ",O O O O O B_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV O O B_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Menimbang , bahwa dalam penjelasan pasal 7 Undang Undang Republik Indonesia No . 35 tahun 2009 disebutkan bahwa yang dimaksud dengan untuk kepentingan pengembangan ilmu pengetahuan dan teknologi adalah penggunaan Narkotika terutama untuk kepentingan pengobatan dan rehabilitasi , termasuk untuk kepentingan pendidikan , pelatihan , penelitian dan pengembangan serta keterampilan yang dilaksanakan oleh instansi pemerintah yang tugas dan fungsinya melakukan pengawasan , penyelidikan , penyidikan dan pemberantasan peredaran gelap Narkotika ; ",O O O O O B_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Menimbang , bahwa untuk kepentingan pendidikan , pelatihan dan keterampilan adalah termasuk untuk kepentingan melatih anjing pelacak narkotika dari pihak Kepolisian Negara Republik Indonesia , Bea Cukai dan Badan Narkotika Nasional serta instansi lainnya ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Menimbang , bahwa Terdakwa ditangkap pada hari pada hari Minggu 5 Mei 2019 , sekira pukul 17 . 30 WIB , bertempat di Jalan Cilincing Baru No . 24 RT . 1 / 2 Kel . Kalibaru Kec . Cilincing , Jakarta Utara , dan pada saat dilakukan penggeledahan terhadap Terdakwa berhasil disita barang bukti berupa : 5 ( lima ) paket plastik klip narkotika jenis kristal putih atau shabu dengan berat brutto 4 , 63 gram yang disimpan dari dalam tempat permen yang dilakban hitam yang disita dari saku celana depan sebelah kiri yang dikenakan oleh terdakwa dan 1 ( satu ) buah HP merk Polytron berikut simcard dan 1 ( satu ) buah HP merk Xiaomi warna hitam berikut simcard milik terdakwa ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Menimbang , bahwa berdasarkan keterangan terdakwa mendapatkan narkotika jenis sabu itu di dapat dari OM PEI yang telah memberikan 40 gram narkotika jenis shabu dengan sistem laku bayar . Kemudian OM PEI mengantarkan narkotika tersebut sebanyak 12 gram kepada terdakwa lalu menjualnya kepada Muhamad Slamet alias Kentung bin Thopik . Kemudian terdakwa kembali diperintahuntuk mengantarkan narkotika jenis shabu kepada seseorang di Jl . Malpinas Jalan Baru Cilincing Jakarta Utara dan saat itu jatah terdakwa sebanyak 20 gram sudah laku terjual sebanyak 15 gram . Dalam penjualannya terdakwa menjual narkotika jenis shabu dengan harga per gram adalah Rp . 1 . 200 . 0 , - ( satu juta dua ratus ribu rupiah ) dan terdakwa setor kepada OM PEI per gram Rp . 900 . 0 , - ( sembilan ratus ribu rupiah ) sehingga terdakwa mendapatkan keuntungan per gram Rp . 300 . 0 , ( tiga ratus ribu rupiah ) atau untuk 15 gram terdakwa mendapatkan keuntungan sebesar Rp . 4 . 500 . 0 , - ( empat juta lima ratus ribu rupiah ) ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Menimbang , bahwa dalam menjadi perantara dalam jual beli narkotika golongan I jenis shabu tersebut Terdakwa tidak mendapat ijin dari Departemen Kesehatan Republik Indonesia atau instansi yang berhak lainnya ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Menimbang , bahwa berdasarkan Berita Acara Pemeriksaan Laboratoris Kriminalistik No . Lab : 2016 / NNF / 2019 tanggal 16 Mei 2019 setelah dilakukan pemeriksaan terhadap 1 ( satu ) bungkus plastik klip berisikan kristal warna putih dengan berat netto 1 , 9926 gram ( dengan sisa labkrim berat netto 1 , 6264 gram ) dan 4 ( empat ) bungkus plastik klip masing - masing berisikan kristal warna putih dengan berat netto seluruhnya 1 , 6962 gram ( dengan sisa labkrim berat netto 1 , 6264 gram ) , adalah positif Metamphetamina terdaftar dalam Golongan I nomor urut 61 UURI No . 35 tentang Narkotika ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_ARTV I_ARTV I_ARTV O O O O 
"Menimbang , bahwa berdasarkan pertimbangan hukum diatas , maka Majelis Hakim berpendapat unsur ini telah terbukti secara sah menurut hukum ; ",O O O O O O O O O O O O O O O O O O O O O 
"Menimbang , bahwa oleh karena semua unsur dari Pasal 114 ayat ( 1 ) Undang Undang republik Indonesia No . 35 Tahun 2009 tentang Narkotika telah terpenuhi , dan Terdakwa haruslah dinyatakan telah terbukti secara sah dan meyakinkan melakukan tindak pidana sebagaimana dakwaan Kesatu ; ",O O O O O O O O B_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV O O O O O O O O O O O O O O O O O B_DEFN I_DEFN O 
"Menimbang , bahwa dalam persidangan , Majelis Hakim tidak menemukan hal - hal yang dapat menghapuskan sifat melawan hukum maupun pertanggungjawaban pidana , baik sebagai alasan pembenar dan atau alasan pemaaf , maka Terdakwa harus mempertanggungjawabkan perbuatannya ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Menimbang , bahwa oleh karena Terdakwa mampu bertanggungjawab , maka harus dinyatakan bersalah dan dijatuhi pidana ; ",O O O O O O O O O O O O O O O O O 
"Menimbang , bahwa untuk menjatuhkan pidana terhadap Terdakwa , maka perlu dipertimbangkan terlebih dahulu keadaan yang memberatkan dan yang meringankan yang ada pada diri Terdakwa ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O 
Keadaan yang memberatkan : ,O O O O 
Perbuatan Terdakwa tidak mendukung program Pemerintah yang sedang gencar memberantas penyalah gunaan Narkotika ; ,O O O O O O O O O O O O O O 
Keadaan yang meringankan : ,O O O O 
Terdakwa mengakui terus terang perbuatannya ; ,O O O O O O 
Terdakwa bersikap sopan dipersidangan ; ,O O O O O 
"Menimbang , bahwa berdasarkan atas pertimbangan - pertimbangan sebagaimana tersebut diatas , maka hukuman yang akan dijatuhkan sebagaimana dibawah ini dipandang adil dan pantas sesuai dengan kesalahannya ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Menimbang , bahwa dalam perkara ini terhadap Terdakwa telah dikenakan penangkapan dan penahanan yang sah , maka masa penangkapan dan penahanan tersebut harus dikurangkan seluruhnya dari pidana yang dijatuhkan ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
; ,O 
"Menimbang , bahwa oleh karena Terdakwa ditahan dan penahanan terhadap Terdakwa dilandasi alasan yang cukup , dan tidak ada alasan untuk mengeluarkan Terdakwa dari tahanan , maka perlu ditetapkan agarTerdakwa tetap berada dalam tahanan ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Menimbang , bahwa terhadap barang bukti berupa : 5 ( lima ) paket plastik klip berisikan narkotika golongan I jenis sabu dengan berat netto 1 , 6264 gram dan 4 ( empat ) bungkus plastik klip masing - masing berisikan narkotika golongan I jenis sabu dengan berat netto seluruhnya 1 , 6264 gram , 1 ( satu ) Handphone merek Polytron warna putih dan 1 ( satu ) Handphone merek Xiaomi warna hitam , statusnya akan ditentukan dalam amar putusan ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Menimbang , bahwa oleh karena Terdakwa dijatuhi pidanamaka haruslah dibebani pula untuk membayar biaya perkara ; ",O O O O O O O O O O O O O O O O 
"Mengingat Pasal 114 ayat ( 1 ) Undang Undang No . 35 Tahun 2009 tentang Narkotika , Undang Undang No . 48 Tahun 2009 tentang Kekuasaan Kehakiman , Undang Undang No . 8 Tahun 1981 tentang KUHAP , serta peraturan - peraturan lain yang bersangkutan dengan perkara ini ; ",O B_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV O B_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV O B_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV O O O O O O O O O O O O 
MENGADILI ; ,O O 
"1 . Menyatakan Terdakwa Ujang Selamet alias Kebo bin Hadiyat , telah terbukti secara sah dan meyakinkan bersalah melakukan tindak pidana Tanpa hak atau melawan hukum menjadi perantara jual beli narkotika golongan I ; ",O O O O B_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O 
"2 . Menjatuhkan pidana terhadap Terdakwa oleh karena itu dengan pidana penjara 7 ( tujuh ) tahun dan denda Rp . 1 . 0 . 0 . 0 , - ( satu milyar rupiah ) dengan ketentuan apabila denda tidak dibayar , maka akan diganti dengan pidana penjara selama 6 ( enam ) bulan ; ",O O O O O O O O O O O O B_PUNI I_PUNI I_PUNI I_PUNI I_PUNI O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_PUNI I_PUNI I_PUNI I_PUNI I_PUNI O 
3 . Menetapkan masa penangkapan dan penahanan yang telah dijalani oleh Terdakwa dikurangkan seluruhnya dari pidana penjara yang dijatuhkan ; ,O O O O O O O O O O O O O O O O O O O O 
4 . Memerintahkan agar Terdakwa tetap ditahan ; ,O O O O O O O O 
"5 . Memerintahkan barang bukti : 5 ( lima ) paket plastik klip berisikan narkotika golongan I jenis sabu dengan berat netto 1 , 6264 gram dan 4 ( empat ) bungkus plastik klip masing - masing berisikan narkotika golongan I jenis sabu dengan berat netto seluruhnya 1 , 6264 gram , 1 ( satu ) Handphone merek Polytron warna putih dan 1 ( satu ) Handphone merek Xiaomi warna hitam , dirampas untuk dimusnahkan ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
